Gateway Name,Gateway SN,Gateway IP Address,Gateway MAC Address,Device Name,Device Local ID,Device Type ID,Device Type Name,Logging Interval,Historical Intervals
Schneider Gateway,53005961,192.168.0.111,00:80:67:82:4B:6B,bcpm,1,150,BCPM-Model A,5,0

,,,Topic ID 1,Topic ID 2,Topic ID 3,Topic ID 4,Topic ID 5,Topic ID 6,Topic ID 7,Topic ID 8,Topic ID 9,Topic ID 10,Topic ID 11,Topic ID 12,Topic ID 13,Topic ID 14,Topic ID 15,Topic ID 16,Topic ID 17,Topic ID 18,Topic ID 19,Topic ID 20,Topic ID 21,Topic ID 22,Topic ID 23,Topic ID 24
,,,1621,1021,1621,1042,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621

Error,UTC Offset (Minutes),Local Time Stamp,Auxillary Real Energy (kWh),Auxillary Voltage L-N Avg,Microwave Real Energy (kWh),Exterior Lights Real Power Total (kW),Range 1 Real Energy (kWh),Bedroom Real Energy (kWh),Range 2 Real Energy (kWh),Flex Room Real Energy (kWh),Water Heater 1 Real Energy (kWh),Great Room Real Energy (kWh),water Heater 2 Real Energy (kWh),Interior Lights Real Energy (kWh),Dryer 1 Real Energy (kWh),Exterior Lights Real Energy (kWh),Dryer 2 Real Energy (kWh),CERV Real Energy (kWh),Bathroom Real Energy (kWh),Washing Machine Real Energy (kWh),Kitchen 1 Real Energy (kWh),Inverter 1 Real Energy (kWh),Kitchen 2 Real Energy (kWh),Fridge Real Energy (kWh),Inverter 2 Real Energy (kWh),Dishwasher Real Energy (kWh)
0,-360,2011-09-27 14:45:00,62.271,119.8,.291,0,2.032,.451,2.253,12.090,5.284,1.932,5.291,7.566,0,.792,0,34.765,0000.000,6.439,4.715,0,.166,4.391,0,1.558
0,-360,2011-09-27 14:50:00,62.302,119.7,.291,0,2.032,.451,2.253,12.090,5.304,1.932,5.311,7.566,0,.792,0,34.828,0000.000,6.445,4.716,0,.166,4.400,0,1.559
0,-360,2011-09-27 14:55:00,62.322,119.7,.291,0,2.032,.451,2.253,12.090,5.324,1.932,5.331,7.566,0,.795,0,34.890,0000.000,6.448,4.717,0,.166,4.409,0,1.560
0,-360,2011-09-27 15:00:00,62.338,119.7,.291,0,2.032,.451,2.253,12.090,5.344,1.932,5.351,7.566,0,.795,0,34.952,0000.000,6.452,4.718,0,.166,4.418,0,1.560
0,-360,2011-09-27 15:05:00,62.365,119.8,.291,0,2.032,.451,2.253,12.090,5.364,1.932,5.371,7.566,0,.799,0,35.015,0000.000,6.457,4.719,0,.166,4.418,0,1.562
0,-360,2011-09-27 15:10:00,62.398,119.7,.291,0,2.032,.451,2.253,12.090,5.384,1.932,5.391,7.566,0,.806,0,35.078,0000.000,6.461,4.720,0,.166,4.418,0,1.611
0,-360,2011-09-27 15:15:00,62.420,119.6,.291,0,2.032,.451,2.253,12.090,5.404,1.932,5.411,7.566,0,.810,0,35.141,0000.000,6.468,4.722,0,.166,4.418,0,1.664
0,-360,2011-09-27 15:20:00,62.437,119.7,.291,0,2.032,.451,2.253,12.090,5.425,1.932,5.431,7.566,0,.814,0,35.203,0000.000,6.472,4.723,0,.166,4.418,0,1.717
0,-360,2011-09-27 15:25:00,62.458,119.8,.291,0,2.032,.451,2.253,12.090,5.445,1.932,5.452,7.566,0,.814,0,35.266,0000.000,6.476,4.724,0,.166,4.418,0,1.748
0,-360,2011-09-27 15:30:00,62.477,119.7,.291,0,2.032,.451,2.253,12.090,5.466,1.933,5.472,7.566,0,.814,0,35.328,0000.000,6.484,4.725,0,.166,4.418,0,1.754
0,-360,2011-09-27 15:35:00,62.495,119.6,.291,0,2.032,.451,2.253,12.094,5.487,1.939,5.494,7.566,0,.814,0,35.395,0000.000,6.505,4.729,0,.166,4.418,0,1.761
0,-360,2011-09-27 15:40:00,62.505,119.6,.291,0,2.032,.451,2.253,12.097,5.507,1.944,5.514,7.566,0,.814,0,35.453,0000.000,6.515,4.732,0,.166,4.421,0,1.767
0,-360,2011-09-27 15:45:00,62.512,119.6,.291,0,2.032,.451,2.253,12.100,5.528,1.948,5.535,7.566,0,.814,0,35.515,0000.000,6.518,4.735,0,.166,4.431,0,1.771
0,-360,2011-09-27 15:50:00,62.516,119.3,.291,0,2.032,.451,2.253,12.104,5.549,1.953,5.556,7.566,0,.816,0,35.577,0000.000,6.597,4.738,0,.166,4.440,0,1.777
0,-360,2011-09-27 15:55:00,62.519,119.3,.291,0,2.032,.451,2.253,12.107,5.569,1.958,5.576,7.566,0,.816,0,35.639,0000.000,6.705,4.741,0,.166,4.449,0,1.783
0,-360,2011-09-27 16:00:00,62.524,119.3,.291,0,2.032,.451,2.253,12.110,5.591,1.963,5.598,7.566,0,.816,0,35.701,0000.000,6.812,4.745,0,.166,4.454,0,1.788
0,-360,2011-09-27 16:05:00,62.535,119.5,.291,0,2.032,.451,2.253,12.113,5.612,1.968,5.619,7.566,0,.819,0,35.764,0000.000,6.908,4.748,0,.166,4.454,0,1.794
0,-360,2011-09-27 16:10:00,62.550,119.5,.291,0,2.032,.451,2.253,12.117,5.633,1.973,5.640,7.566,0,.819,0,35.826,0000.000,6.991,4.751,0,.166,4.454,0,1.800
0,-360,2011-09-27 16:15:00,62.560,119.2,.291,0,2.032,.451,2.253,12.120,5.654,1.978,5.661,7.566,0,.822,0,35.888,0000.000,7.069,4.754,0,.166,4.454,0,1.843
0,-360,2011-09-27 16:20:00,62.570,119.3,.291,0,2.032,.451,2.253,12.123,5.676,1.983,5.683,7.566,0,.822,0,35.950,0000.000,7.175,4.758,0,.166,4.454,0,1.891
0,-360,2011-09-27 16:25:00,62.577,119.4,.291,0,2.032,.451,2.253,12.126,5.697,1.988,5.704,7.566,0,.822,0,36.011,0000.000,7.280,4.761,0,.166,4.454,0,1.906
0,-360,2011-09-27 16:30:00,62.585,119.6,.291,0,2.032,.451,2.253,12.129,5.719,1.993,5.726,7.566,0,.822,0,36.073,0000.000,7.386,4.764,0,.166,4.454,0,1.907
0,-360,2011-09-27 16:35:00,62.592,119.5,.291,0,2.032,.451,2.253,12.133,5.741,1.998,5.748,7.566,0,.835,0,36.135,0000.000,7.492,4.767,0,.166,4.454,0,1.908
0,-360,2011-09-27 16:40:00,62.602,119.5,.291,0,2.032,.451,2.253,12.136,5.761,2.003,5.767,7.566,0,.851,0,36.197,0000.000,7.597,4.771,0,.166,4.460,0,1.910
0,-360,2011-09-27 16:45:00,62.603,119.3,.291,0,2.032,.451,2.253,12.139,5.780,2.009,5.787,7.566,0,.851,0,36.259,0000.000,7.703,4.774,0,.166,4.469,0,1.911
0,-360,2011-09-27 16:50:00,62.607,119.3,.291,0,2.032,.451,2.253,12.143,5.802,2.013,5.809,7.566,0,.854,0,36.328,0000.000,7.795,4.777,0,.166,4.479,0,1.913
0,-360,2011-09-27 16:55:00,62.609,119.3,.291,0,2.032,.451,2.253,12.145,5.820,2.018,5.827,7.566,0,.854,0,36.345,0000.000,7.890,4.780,0,.166,4.487,0,1.914
0,-360,2011-09-27 17:00:00,62.610,119.5,.291,0,2.032,.451,2.253,12.148,5.840,2.023,5.847,7.566,0,.854,0,36.345,0000.000,7.971,4.784,0,.166,4.488,0,1.915
0,-360,2011-09-27 17:05:00,62.613,119.6,.291,0,2.032,.451,2.253,12.152,5.861,2.028,5.868,7.566,0,.854,0,36.345,0000.000,8.076,4.787,0,.166,4.488,0,1.917
0,-360,2011-09-27 17:10:00,62.617,119.0,.291,0,2.032,.451,2.253,12.155,5.881,2.033,5.888,7.566,0,.854,0,36.345,0000.000,8.157,4.790,0,.166,4.488,0,1.917
0,-360,2011-09-27 17:15:00,62.624,119.6,.291,0,2.032,.451,2.253,12.161,5.902,2.038,5.909,7.566,0,.854,0,36.345,0000.000,8.258,4.794,0,.166,4.488,0,1.918
0,-360,2011-09-27 17:20:00,62.629,119.6,.291,0,2.032,.451,2.253,12.168,5.923,2.043,5.930,7.566,0,.857,0,36.345,0000.000,8.341,4.797,0,.166,4.488,0,1.919
0,-360,2011-09-27 17:25:00,62.633,119.5,.291,0,2.032,.451,2.253,12.175,5.946,2.048,5.953,7.566,0,.857,0,36.345,0000.000,8.428,4.801,0,.166,4.488,0,1.920
0,-360,2011-09-27 17:30:00,62.637,119.6,.291,0,2.032,.451,2.253,12.181,5.966,2.053,5.973,7.566,0,.857,0,36.345,0000.000,8.504,4.804,0,.166,4.488,0,1.921
0,-360,2011-09-27 17:35:00,62.641,119.5,.291,0,2.032,.451,2.253,12.187,5.988,2.057,5.995,7.566,0,.857,0,36.345,0000.000,8.603,4.807,0,.166,4.490,0,1.921
0,-360,2011-09-27 17:40:00,62.645,119.4,.291,0,2.032,.451,2.253,12.194,6.010,2.062,6.017,7.566,0,.857,0,36.345,0000.000,8.682,4.810,0,.166,4.499,0,1.922
0,-360,2011-09-27 17:45:00,62.648,119.4,.291,0,2.032,.451,2.253,12.200,6.032,2.068,6.039,7.566,0,.857,0,36.345,0000.000,8.761,4.814,0,.166,4.508,0,1.923
0,-360,2011-09-27 17:50:00,62.648,119.2,.291,0,2.032,.451,2.253,12.207,6.054,2.073,6.061,7.566,0,.857,0,36.345,0000.000,8.839,4.817,0,.166,4.517,0,1.924
0,-360,2011-09-27 17:55:00,62.648,119.7,.291,0,2.032,.451,2.253,12.213,6.076,2.077,6.083,7.566,0,.859,0,36.345,0000.000,8.909,4.820,0,.166,4.523,0,1.925
0,-360,2011-09-27 18:00:00,62.648,119.7,.291,0,2.032,.452,2.253,12.220,6.100,2.082,6.107,7.566,0,.859,0,36.345,0000.000,8.912,4.824,0,.166,4.523,0,1.925
0,-360,2011-09-27 18:05:00,62.648,119.5,.291,0,2.032,.453,2.253,12.226,6.121,2.087,6.128,7.566,0,.859,0,36.345,0000.000,8.964,4.827,0,.166,4.523,0,1.926
0,-360,2011-09-27 18:10:00,62.648,119.9,.291,0,2.032,.454,2.253,12.231,6.141,2.092,6.148,7.566,0,.859,0,36.345,0000.000,9.051,4.830,0,.166,4.523,0,1.927
0,-360,2011-09-27 18:15:00,62.648,119.3,.291,0,2.032,.454,2.253,12.237,6.141,2.097,6.148,7.566,0,.862,0,36.345,0000.000,9.129,4.833,0,.166,4.523,0,1.928
0,-360,2011-09-27 18:20:00,62.648,119.2,.291,0,2.032,.455,2.253,12.243,6.141,2.102,6.148,7.566,0,.879,0,36.345,0000.000,9.203,4.837,0,.166,4.523,0,1.929
0,-360,2011-09-27 18:25:00,62.648,119.2,.291,0,2.032,.456,2.253,12.248,6.141,2.107,6.148,7.566,0,.889,0,36.345,0000.000,9.295,4.840,0,.166,4.523,0,1.929
0,-360,2011-09-27 18:30:00,62.648,119.8,.291,00.09,2.032,.457,2.253,12.253,6.141,2.112,6.148,7.572,0,.892,0,36.345,0000.000,9.389,4.843,0,.166,4.523,0,1.930
0,-360,2011-09-27 18:35:00,62.648,119.5,.292,00.09,2.032,.460,2.253,12.257,6.141,2.117,6.148,7.599,0,.892,0,36.345,0000.000,9.491,4.847,0,.166,4.529,0,1.931
0,-360,2011-09-27 18:40:00,62.648,119.4,.292,.10,2.032,.464,2.253,12.262,6.141,2.122,6.148,7.624,0,.895,0,36.347,0000.000,9.567,4.850,0,.166,4.538,0,1.932
0,-360,2011-09-27 18:45:00,62.648,119.5,.293,.11,2.032,.467,2.253,12.266,6.141,2.127,6.148,7.650,0,.895,0,36.351,0000.000,9.673,4.853,0,.166,4.547,0,1.933
0,-360,2011-09-27 18:50:00,62.648,119.6,.294,.10,2.032,.470,2.253,12.271,6.141,2.132,6.148,7.675,0,.895,0,36.357,0000.000,9.778,4.857,0,.166,4.556,0,1.933
0,-360,2011-09-27 18:55:00,62.648,119.6,.294,.10,2.032,.472,2.253,12.275,6.141,2.137,6.148,7.701,0,.895,0,36.363,0000.000,9.860,4.860,0,.166,4.558,0,1.934
0,-360,2011-09-27 19:00:00,62.648,119.8,.295,.11,2.032,.475,2.253,12.279,6.141,2.141,6.148,7.727,0,.895,0,36.370,0000.000,9.963,4.863,0,.166,4.558,0,1.935
0,-360,2011-09-27 19:05:00,62.648,119.6,.296,.10,2.032,.478,2.253,12.283,6.141,2.147,6.148,7.752,0,.895,0,36.376,0000.000,10.047,4.866,0,.166,4.558,0,1.936
0,-360,2011-09-27 19:10:00,62.648,119.4,.296,.10,2.032,.480,2.253,12.287,6.141,2.152,6.148,7.778,0,.897,0,36.382,0000.000,10.127,4.870,0,.166,4.558,0,1.937
0,-360,2011-09-27 19:15:00,62.648,119.4,.297,.11,2.032,.483,2.253,12.291,6.141,2.157,6.148,7.807,0,.897,0,36.390,0000.000,10.220,4.873,0,.166,4.558,0,1.937
0,-360,2011-09-27 19:20:00,62.648,119.9,.298,.11,2.032,.486,2.253,12.295,6.141,2.162,6.148,7.829,0,.897,0,36.395,0000.000,10.299,4.876,0,.166,4.558,0,1.938
0,-360,2011-09-27 19:25:00,62.648,119.6,.298,.10,2.032,.488,2.253,12.299,6.141,2.167,6.148,7.855,0,.897,0,36.402,0000.000,10.392,4.879,0,.166,4.558,0,1.939
0,-360,2011-09-27 19:30:00,62.648,119.6,.299,.10,2.032,.491,2.253,12.303,6.141,2.172,6.148,7.880,0,.897,0,36.408,0000.000,10.472,4.883,0,.166,4.564,0,1.940
0,-360,2011-09-27 19:35:00,62.648,119.5,.300,.10,2.032,.494,2.253,12.303,6.141,2.172,6.148,7.906,0,.897,0,36.414,0000.000,10.551,4.884,0,.166,4.573,0,1.941
0,-360,2011-09-27 19:40:00,62.648,119.5,.300,.10,2.032,.496,2.253,12.303,6.141,2.172,6.148,7.932,0,.900,0,36.421,0000.000,10.631,4.885,0,.166,4.577,0,1.941
0,-360,2011-09-27 19:45:00,62.648,119.5,.301,.10,2.032,.499,2.253,12.303,6.141,2.172,6.148,7.957,0,.900,0,36.427,0000.000,10.710,4.886,0,.166,4.577,0,1.942
0,-360,2011-09-27 19:50:00,62.648,119.5,.301,.10,2.032,.502,2.253,12.303,6.141,2.172,6.148,7.983,0,.900,0,36.433,0000.000,10.788,4.887,0,.166,4.583,0,1.943
0,-360,2011-09-27 19:55:00,62.648,119.6,.302,.10,2.032,.504,2.253,12.303,6.141,2.172,6.148,8.009,0,.900,0,36.440,0000.000,10.866,4.888,0,.166,4.591,0,1.944
0,-360,2011-09-27 20:00:00,62.648,119.5,.303,.10,2.032,.507,2.253,12.303,6.141,2.172,6.148,8.034,0,.900,0,36.446,0000.000,10.944,4.889,0,.166,4.600,0,1.945
0,-360,2011-09-27 20:05:00,62.648,119.9,.303,.11,2.032,.510,2.253,12.303,6.141,2.172,6.148,8.060,0,.900,0,36.453,0000.000,10.944,4.890,0,.166,4.600,0,1.945
0,-360,2011-09-27 20:10:00,62.648,119.9,.304,.10,2.032,.513,2.253,12.303,6.141,2.172,6.148,8.086,0,.900,0,36.459,0000.000,10.944,4.891,0,.166,4.600,0,1.946
0,-360,2011-09-27 20:15:00,62.648,119.9,.305,.11,2.032,.515,2.253,12.303,6.141,2.172,6.148,8.112,0,.900,0,36.465,0000.000,10.944,4.892,0,.166,4.600,0,1.947
0,-360,2011-09-27 20:20:00,62.648,120.0,.305,.11,2.032,.518,2.253,12.303,6.141,2.172,6.148,8.137,0,.900,0,36.472,0000.000,10.944,4.893,0,.166,4.600,0,1.948
0,-360,2011-09-27 20:25:00,62.648,119.9,.306,.10,2.032,.521,2.253,12.303,6.141,2.173,6.148,8.163,0,.900,0,36.478,0000.000,10.944,4.894,0,.166,4.600,0,1.949
0,-360,2011-09-27 20:30:00,62.648,119.8,.307,.11,2.032,.523,2.253,12.303,6.141,2.178,6.148,8.187,0,.900,0,36.485,0000.000,10.944,4.895,0,.166,4.600,0,1.949
0,-360,2011-09-27 20:35:00,62.648,119.9,.356,.10,2.032,.523,2.253,12.303,6.141,2.183,6.148,8.190,0,.900,0,36.491,0000.000,10.944,4.896,0,.166,4.603,0,1.950
0,-360,2011-09-27 20:40:00,62.648,119.8,.367,.10,2.032,.523,2.253,12.303,6.141,2.188,6.148,8.194,0,.900,0,36.497,0000.000,10.944,4.897,0,.166,4.613,0,1.951
0,-360,2011-09-27 20:45:00,62.648,119.9,.368,.10,2.032,.524,2.253,12.303,6.141,2.193,6.148,8.200,0,.900,0,36.504,0000.000,10.944,4.898,0,.166,4.622,0,1.952
0,-360,2011-09-27 20:50:00,62.648,119.9,.370,.11,2.032,.524,2.253,12.303,6.141,2.198,6.148,8.207,0,.900,0,36.510,0000.000,10.944,4.899,0,.166,4.630,0,1.953
0,-360,2011-09-27 20:55:00,62.648,119.9,.371,.10,2.032,.524,2.253,12.303,6.141,2.203,6.148,8.210,0,.900,0,36.517,0000.000,10.944,4.900,0,.166,4.633,0,1.954
0,-360,2011-09-27 21:00:00,62.648,119.9,.371,.10,2.032,.524,2.253,12.303,6.141,2.208,6.148,8.213,0,.900,0,36.523,0000.000,10.944,4.902,0,.166,4.633,0,1.954
0,-360,2011-09-27 21:05:00,62.648,119.9,.371,.10,2.032,.524,2.253,12.303,6.141,2.212,6.148,8.216,0,.900,0,36.530,0000.000,10.944,4.903,0,.166,4.633,0,1.955
0,-360,2011-09-27 21:10:00,62.648,119.7,.371,.10,2.032,.524,2.253,12.303,6.141,2.217,6.148,8.219,0,.900,0,36.536,0000.000,10.944,4.904,0,.166,4.633,0,1.956
0,-360,2011-09-27 21:15:00,62.648,119.8,.371,.10,2.032,.524,2.253,12.303,6.141,2.223,6.148,8.222,0,.900,0,36.542,0000.000,10.944,4.905,0,.166,4.633,0,1.957
0,-360,2011-09-27 21:20:00,62.648,119.8,.371,.10,2.032,.524,2.253,12.303,6.141,2.228,6.148,8.225,0,.900,0,36.549,0000.000,10.944,4.906,0,.166,4.633,0,1.958
0,-360,2011-09-27 21:25:00,62.648,119.9,.371,.10,2.032,.524,2.253,12.303,6.141,2.233,6.148,8.228,0,.900,0,36.555,0000.000,10.944,4.907,0,.166,4.633,0,1.958
0,-360,2011-09-27 21:30:00,62.648,119.8,.371,.10,2.032,.524,2.253,12.303,6.141,2.238,6.148,8.231,0,.900,0,36.562,0000.000,10.944,4.908,0,.166,4.633,0,1.959
0,-360,2011-09-27 21:35:00,62.648,119.9,.371,.10,2.032,.524,2.253,12.303,6.141,2.243,6.148,8.234,0,.900,0,36.568,0000.000,10.944,4.909,0,.166,4.640,0,1.960
0,-360,2011-09-27 21:40:00,62.648,119.9,.371,.10,2.032,.524,2.253,12.303,6.141,2.248,6.148,8.237,0,.900,0,36.574,0000.000,10.944,4.910,0,.166,4.649,0,1.961
0,-360,2011-09-27 21:45:00,62.648,119.8,.371,.10,2.032,.524,2.253,12.303,6.141,2.252,6.148,8.241,0,.900,0,36.581,0000.000,10.944,4.911,0,.166,4.658,0,1.962
0,-360,2011-09-27 21:50:00,62.648,119.8,.371,.10,2.032,.524,2.253,12.303,6.141,2.257,6.148,8.244,0,.900,0,36.587,0000.000,10.944,4.912,0,.166,4.666,0,1.962
0,-360,2011-09-27 21:55:00,62.648,119.8,.371,.10,2.032,.524,2.253,12.303,6.141,2.262,6.148,8.247,0,.900,0,36.594,0000.000,10.944,4.913,0,.166,4.666,0,1.963
0,-360,2011-09-27 22:00:00,62.648,119.9,.371,.10,2.032,.524,2.253,12.303,6.141,2.266,6.148,8.250,0,.900,0,36.600,0000.000,10.944,4.914,0,.166,4.666,0,1.964
0,-360,2011-09-27 22:05:00,62.648,119.9,.371,.10,2.032,.524,2.253,12.303,6.141,2.271,6.148,8.253,0,.900,0,36.606,0000.000,10.944,4.915,0,.166,4.666,0,1.965
0,-360,2011-09-27 22:10:00,62.648,119.9,.371,.11,2.032,.524,2.253,12.303,6.141,2.276,6.148,8.256,0,.900,0,36.613,0000.000,10.944,4.916,0,.166,4.666,0,1.966
0,-360,2011-09-27 22:15:00,62.648,119.8,.371,.10,2.032,.524,2.253,12.303,6.141,2.281,6.148,8.259,0,.900,0,36.619,0000.000,10.944,4.917,0,.166,4.666,0,1.967
0,-360,2011-09-27 22:20:00,62.648,119.8,.371,.10,2.032,.524,2.253,12.303,6.141,2.286,6.148,8.262,0,.900,0,36.626,0000.000,10.944,4.918,0,.166,4.666,0,1.967
0,-360,2011-09-27 22:25:00,62.648,119.9,.371,.10,2.032,.524,2.253,12.303,6.141,2.291,6.148,8.266,0,.900,0,36.632,0000.000,10.944,4.919,0,.166,4.666,0,1.968
0,-360,2011-09-27 22:30:00,62.648,119.8,.371,.10,2.032,.524,2.253,12.303,6.141,2.296,6.148,8.274,0,.900,0,36.638,0000.000,10.944,4.920,0,.166,4.666,0,1.969
0,-360,2011-09-27 22:35:00,62.648,40.0,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.921,0,.166,4.673,0,1.970
0,-360,2011-09-27 22:40:00,62.648,40.0,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.922,0,.166,4.673,0,1.970
0,-360,2011-09-27 22:45:00,62.648,40.0,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.923,0,.166,4.673,0,1.970
0,-360,2011-09-27 22:50:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.924,0,.166,4.673,0,1.970
0,-360,2011-09-27 22:55:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.925,0,.166,4.673,0,1.970
0,-360,2011-09-27 23:00:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.926,0,.166,4.673,0,1.970
0,-360,2011-09-27 23:05:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.928,0,.166,4.673,0,1.970
0,-360,2011-09-27 23:10:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.929,0,.166,4.673,0,1.970
0,-360,2011-09-27 23:15:00,62.648,40.0,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.930,0,.166,4.673,0,1.970
0,-360,2011-09-27 23:20:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.931,0,.166,4.673,0,1.970
0,-360,2011-09-27 23:25:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.932,0,.166,4.673,0,1.970
0,-360,2011-09-27 23:30:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.933,0,.166,4.673,0,1.970
0,-360,2011-09-27 23:35:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.934,0,.166,4.673,0,1.970
0,-360,2011-09-27 23:40:00,62.648,40.0,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.935,0,.166,4.673,0,1.970
0,-360,2011-09-27 23:45:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.936,0,.166,4.673,0,1.970
0,-360,2011-09-27 23:50:00,62.648,40.0,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.937,0,.166,4.673,0,1.970
0,-360,2011-09-27 23:55:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.938,0,.166,4.673,0,1.970
0,-360,2011-09-28 00:00:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.939,0,.166,4.673,0,1.970
0,-360,2011-09-28 00:05:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.940,0,.166,4.673,0,1.970
0,-360,2011-09-28 00:10:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.941,0,.166,4.673,0,1.970
0,-360,2011-09-28 00:15:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.942,0,.166,4.673,0,1.970
0,-360,2011-09-28 00:20:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.943,0,.166,4.673,0,1.970
0,-360,2011-09-28 00:25:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.945,0,.166,4.673,0,1.970
0,-360,2011-09-28 00:30:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.946,0,.166,4.673,0,1.970
0,-360,2011-09-28 00:35:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.947,0,.166,4.673,0,1.970
0,-360,2011-09-28 00:40:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.948,0,.166,4.673,0,1.970
0,-360,2011-09-28 00:45:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.949,0,.166,4.673,0,1.970
0,-360,2011-09-28 00:50:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.950,0,.166,4.673,0,1.970
0,-360,2011-09-28 00:55:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.951,0,.166,4.673,0,1.970
0,-360,2011-09-28 01:00:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.952,0,.166,4.673,0,1.970
0,-360,2011-09-28 01:05:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.953,0,.166,4.673,0,1.970
0,-360,2011-09-28 01:10:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.954,0,.166,4.673,0,1.970
0,-360,2011-09-28 01:15:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.955,0,.166,4.673,0,1.970
0,-360,2011-09-28 01:20:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.956,0,.166,4.673,0,1.970
0,-360,2011-09-28 01:25:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.957,0,.166,4.673,0,1.970
0,-360,2011-09-28 01:30:00,62.648,39.9,.371,0,2.032,.524,2.253,12.303,6.141,2.297,6.148,8.276,0,.900,0,36.643,0000.000,10.944,4.958,0,.166,4.673,0,1.970
